"id";"title";"year";"depth";"priority";"horizontalDepth";"citingFilled";"residential_mobility_census_UK";"urban_migration_housing_market_UK";"residential_mobility";"residential_mobility_UK";"internal_migration";"internal_migration_market_UK";"housing_market_mobility_UK";"internal_migration_census_UK";"urban_migration";"internal_migration_housing";"internal_migration_UK"
"3216903241154307941";"1.5 Generation Internal Migration in the US: Dispersion from States of Immigration?";"2006";"0";"2147483647";"internal_migration:77";"false";"NA";"NA";"NA";"NA";"77";"NA";"NA";"NA";"NA";"NA";"NA"
"7407671007971241765";"Residential mobility in seventeenth-century Southwark";"1986";"0";"2147483647";"residential_mobility_UK:73";"false";"NA";"NA";"NA";"73";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1442652393317865661";"Life cycle and housing adjustment as explanations of residential mobility";"1983";"0";"2147483647";"residential_mobility_census_UK:43,residential_mobility:5,residential_mobility_UK:66";"false";"43";"NA";"5";"66";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1652113988337449604";"The baraccati of Rome: internal migration, housing, and poverty in fascist Italy (1924-1933)";"2017";"0";"2147483647";"internal_migration_housing:93";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"93";"NA"
"16609319602783849960";"House building in England 1890-1914";"1962";"0";"2147483647";"internal_migration_market_UK:39";"false";"NA";"NA";"NA";"NA";"NA";"39";"NA";"NA";"NA";"NA";"NA"
"3095188369738313810";"Modeling elderly mobility";"1990";"0";"2147483647";"housing_market_mobility_UK:83";"false";"NA";"NA";"NA";"NA";"NA";"NA";"83";"NA";"NA";"NA";"NA"
"13254213821101744347";"Population growth, internal migration, and environmental degradation in rural areas of developing countries";"1992";"0";"2147483647";"internal_migration:74";"false";"NA";"NA";"NA";"NA";"74";"NA";"NA";"NA";"NA";"NA";"NA"
"10152159168457591038";"Transitional statistics: Internal migration and urban growth in post-Soviet Estonia";"1999";"0";"2147483647";"internal_migration_housing:80";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"80";"NA"
"815207214980917660";"Residential mobility and household location modelling";"1987";"0";"2147483647";"urban_migration_housing_market_UK:37,residential_mobility:51,residential_mobility_UK:42,housing_market_mobility_UK:34";"false";"NA";"37";"51";"42";"NA";"NA";"34";"NA";"NA";"NA";"NA"
"15798558092820373320";"The spatiality of housing market volatility and selective migration";"2013";"0";"2147483647";"internal_migration_market_UK:27,housing_market_mobility_UK:35";"false";"NA";"NA";"NA";"NA";"NA";"27";"35";"NA";"NA";"NA";"NA"
"10731162105866504140";"Economic factors and internal migration: the case of nineteenth-century England";"1980";"0";"2147483647";"internal_migration_census_UK:90";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"90";"NA";"NA";"NA"
"13252299661271526058";"Re-thinking residential mobility: Linking lives through time and space";"2016";"0";"2147483647";"residential_mobility_census_UK:30,residential_mobility:93,residential_mobility_UK:34";"false";"30";"NA";"93";"34";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6437219002349370427";"Residential Mobility in the City. Resource Paper No. 13.";"1972";"0";"2147483647";"residential_mobility:62";"false";"NA";"NA";"62";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"5781040896670275171";"Urban population development in Europe, 1991–2008: The examples of Poland and the UK";"2012";"0";"2147483647";"urban_migration_housing_market_UK:45";"false";"NA";"45";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"12160749177180856295";"(Re) viewing ethnic residential segregation in Southern European cities: Housing and urban regimes as mechanisms of marginalisation";"2008";"0";"2147483647";"urban_migration_housing_market_UK:87";"false";"NA";"87";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"5136812290096040057";"Healthy migrant and salmon bias hypotheses: a study of health and internal migration in China";"2014";"0";"2147483647";"internal_migration:78";"false";"NA";"NA";"NA";"NA";"78";"NA";"NA";"NA";"NA";"NA";"NA"
"12711331894318152720";"The regional migration of young adults in England and Wales (2002–2008): a 'conveyor-belt'of population redistribution?";"2014";"0";"2147483647";"internal_migration_market_UK:40";"false";"NA";"NA";"NA";"NA";"NA";"40";"NA";"NA";"NA";"NA";"NA"
"15888849796878413074";"The residential mobility histories of parents and children, and relationships to present proximity and social integration";"1986";"0";"2147483647";"residential_mobility_census_UK:77,residential_mobility_UK:46";"false";"77";"NA";"NA";"46";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11823533032722095868";"Nativity concentration and internal migration among the foreign-born";"1994";"0";"2147483647";"internal_migration:21";"false";"NA";"NA";"NA";"NA";"21";"NA";"NA";"NA";"NA";"NA";"NA"
"8579480727551720745";"Residential mobility in the UK during pregnancy and infancy: are pregnant women, new mothers and infants 'unhealthy migrants'?";"2010";"0";"2147483647";"residential_mobility_census_UK:24,residential_mobility_UK:13";"false";"24";"NA";"NA";"13";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11489906222293305828";"Housing market constraints on labour mobility: some comments on Owen and Green";"1990";"0";"2147483647";"housing_market_mobility_UK:26";"false";"NA";"NA";"NA";"NA";"NA";"NA";"26";"NA";"NA";"NA";"NA"
"1103151383361539698";"The dynamics of US internal migration";"1993";"0";"2147483647";"internal_migration:10";"false";"NA";"NA";"NA";"NA";"10";"NA";"NA";"NA";"NA";"NA";"NA"
"7639366386765396272";"Does the Internet encourage people to move? Investigating Swedish young adults' internal migration experiences and plans";"2013";"0";"2147483647";"internal_migration_housing:50";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"50";"NA"
"8794298179586916558";"Residential mobility in the private housing market of Bristol";"1978";"0";"2147483647";"residential_mobility_census_UK:41,urban_migration_housing_market_UK:46,housing_market_mobility_UK:41";"false";"41";"46";"NA";"NA";"NA";"NA";"41";"NA";"NA";"NA";"NA"
"14867690586583922151";"Agent-based model to rural–urban migration analysis";"2006";"0";"2147483647";"urban_migration:87";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"87";"NA";"NA"
"7282295327352340467";" Internal migration in Nepal";"2003";"0";"2147483647";"internal_migration:84";"false";"NA";"NA";"NA";"NA";"84";"NA";"NA";"NA";"NA";"NA";"NA"
"11260857874954001257";"Migration: a sociological problem";"2016";"0";"2147483647";"internal_migration_UK:91";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"91"
"12873313866356064319";" Estimation of French internal migration in the period 1990-1999 and comparison with earlier periods";"2004";"0";"2147483647";"internal_migration_census_UK:77";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"77";"NA";"NA";"NA"
"10698663432163026873";"Residential mobility, social support and adolescent self-concept";"1989";"0";"2147483647";"residential_mobility:65";"false";"NA";"NA";"65";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"16288435621329024937";"Urban job expansion, induced migration and rising unemployment: a formulation and simplified empirical test for LDCs";"1976";"0";"2147483647";"urban_migration:31";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"31";"NA";"NA"
"16336671373897020591";"Patterns of internal migration during the Russian transition";"2001";"0";"2147483647";"internal_migration_housing:99";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"99";"NA"
"17610185453933790347";"Residential mobility among patients in the VA health system: associations with psychiatric morbidity, geographic accessibility, and continuity of care";"2007";"0";"2147483647";"residential_mobility_census_UK:78";"false";"78";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6081710727805231734";"Locating Chinese urban housing policy in an international context";"2010";"0";"2147483647";"urban_migration_housing_market_UK:75";"false";"NA";"75";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13057677228963151190";"Spatial patterns of internal migration: evidence for ethnic groups in Britain";"2009";"0";"2147483647";"internal_migration:45,internal_migration_market_UK:2,internal_migration_census_UK:6,internal_migration_UK:1,internal_migration_housing:44";"false";"NA";"NA";"NA";"NA";"45";"2";"NA";"6";"NA";"44";"1"
"9284126794060309982";"A study of internal migration in England and Wales: Part I";"1966";"0";"2147483647";"internal_migration:60,internal_migration_census_UK:3,internal_migration_UK:3";"false";"NA";"NA";"NA";"NA";"60";"NA";"NA";"3";"NA";"NA";"3"
"15587290986864031578";"Migration age profiles for local authority areas in England, 1971–1981";"1987";"0";"2147483647";"internal_migration_census_UK:85";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"85";"NA";"NA";"NA"
"8222994396448414513";"Residential mobility, self-concept, and positive affect in social interactions.";"2007";"0";"2147483647";"residential_mobility_census_UK:89,residential_mobility:43";"false";"89";"NA";"43";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"12174110806598408445";" Moving on: Residential mobility and children's school lives";"1998";"0";"2147483647";"residential_mobility:14";"false";"NA";"NA";"14";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"2032595138376608360";" The West European city: a social geography";"1984";"0";"2147483647";"urban_migration_housing_market_UK:22";"false";"NA";"22";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"466213438015681731";" Modern gravity models of internal migration. The case of Romania";"2012";"0";"2147483647";"internal_migration_market_UK:72";"false";"NA";"NA";"NA";"NA";"NA";"72";"NA";"NA";"NA";"NA";"NA"
"7951268271424356009";"International migration, housing demand and access to homeownership in the UK";"2011";"0";"2147483647";"internal_migration_market_UK:33";"false";"NA";"NA";"NA";"NA";"NA";"33";"NA";"NA";"NA";"NA";"NA"
"6526358510860428231";"Testing the 'residential rootedness' hypothesis of self-employment for Germany and the UK";"2013";"0";"2147483647";"internal_migration_market_UK:84";"false";"NA";"NA";"NA";"NA";"NA";"84";"NA";"NA";"NA";"NA";"NA"
"17049517619337932212";"Using preferences for international retiree housing market segmentation";"2010";"0";"2147483647";"urban_migration_housing_market_UK:57";"false";"NA";"57";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"14248700836121511645";" Internal migration: a comparative perspective";"2014";"0";"2147483647";"internal_migration:54";"false";"NA";"NA";"NA";"NA";"54";"NA";"NA";"NA";"NA";"NA";"NA"
"15341869451306510038";"The impact of rural–urban migration on under-two mortality in India";"2003";"0";"2147483647";"urban_migration:96";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"96";"NA";"NA"
"16377629055962125204";"Internal Migration by Immigrants in the Short-Run: Israel 1992–1994";"1999";"0";"2147483647";"internal_migration_housing:8";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"8";"NA"
"61093635834171547";"Some longitudinal data on internal migration";"1965";"0";"2147483647";"internal_migration_census_UK:34,internal_migration_UK:97";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"34";"NA";"NA";"97"
"9116991619825572422";"Population movement within the UK";"2005";"0";"2147483647";"internal_migration_market_UK:0,internal_migration_census_UK:7,internal_migration_UK:7";"false";"NA";"NA";"NA";"NA";"NA";"0";"NA";"7";"NA";"NA";"7"
"3318209815158188431";"The Psychological Context of Residential Mobility and Weil‐Being";"1982";"0";"2147483647";"residential_mobility:28";"false";"NA";"NA";"28";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10762086821899832016";"Commuting, migration, housing and labour markets: Complex interactions";"2014";"0";"2147483647";"urban_migration_housing_market_UK:27";"false";"NA";"27";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6696575012731505383";" Population turnover and churn: enhancing understanding of internal migration in Britain through measures of stability";"2008";"0";"2147483647";"internal_migration_census_UK:35,internal_migration_UK:12";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"35";"NA";"NA";"12"
"13607340740392372671";"The impact of immigration on the internal migration of natives and immigrants";"2001";"0";"2147483647";"internal_migration:62";"false";"NA";"NA";"NA";"NA";"62";"NA";"NA";"NA";"NA";"NA";"NA"
"10454243473751241427";"Can patient registers give an improved measure of internal migration in England and Wales?";"1999";"0";"2147483647";"internal_migration_UK:14";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"14"
"6087727005086517943";"Internal migration and regional population dynamics in Europe: Sweden case study";"2001";"0";"2147483647";"internal_migration_UK:46";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"46"
"5194805656263161432";"Tied down or room to move? Investigating the relationships between housing tenure, employment status and residential mobility in Britain";"2002";"0";"2147483647";"residential_mobility_census_UK:1,urban_migration_housing_market_UK:11,residential_mobility:79,residential_mobility_UK:0,internal_migration_market_UK:57,housing_market_mobility_UK:3";"false";"1";"11";"79";"0";"NA";"57";"3";"NA";"NA";"NA";"NA"
"1301209677863017281";"Towards a fuller understanding of residential mobility: a case study in Northampton, England";"1981";"0";"2147483647";"urban_migration_housing_market_UK:39,residential_mobility_UK:8,housing_market_mobility_UK:13";"false";"NA";"39";"NA";"8";"NA";"NA";"13";"NA";"NA";"NA";"NA"
"18415118139577981963";" Internal migration and ethnic groups: evidence for the UK from the 2001 Census";"2007";"0";"2147483647";"internal_migration_market_UK:34,internal_migration_census_UK:4,internal_migration_UK:43";"false";"NA";"NA";"NA";"NA";"NA";"34";"NA";"4";"NA";"NA";"43"
"15567087926647979589";"In and out of Chinatown: Residential mobility and segregation of New York City's Chinese";"1991";"0";"2147483647";"residential_mobility:85";"false";"NA";"NA";"85";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8571022483562981243";"Self‐help in housing and chengzhongcun in China's urbanization";"2003";"0";"2147483647";"urban_migration_housing_market_UK:65";"false";"NA";"65";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10462255409590193580";"Spatial lock-in: Do falling house prices constrain residential mobility?";"2001";"0";"2147483647";"residential_mobility_census_UK:76,residential_mobility:45,residential_mobility_UK:82";"false";"76";"NA";"45";"82";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13432236952888128667";"Linking migration and mobility: Individual and contextual effects in housing markets in the UK";"2004";"0";"2147483647";"housing_market_mobility_UK:4";"false";"NA";"NA";"NA";"NA";"NA";"NA";"4";"NA";"NA";"NA";"NA"
"3266087574471993939";"The residential mobility of ethnic minorities: a longitudinal analysis";"1995";"0";"2147483647";"residential_mobility_census_UK:50,residential_mobility_UK:69";"false";"50";"NA";"NA";"69";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"18089092392083732043";"Housing tenure and residential mobility in urban China: a study of commodity housing development in Beijing and Guangzhou";"2003";"0";"2147483647";"residential_mobility_census_UK:96,urban_migration_housing_market_UK:43,residential_mobility_UK:61,housing_market_mobility_UK:88";"false";"96";"43";"NA";"61";"NA";"NA";"88";"NA";"NA";"NA";"NA"
"3598346015072576888";"The familial meaning of housing in social rootedness and mobility: Britain and France";"1997";"0";"2147483647";"housing_market_mobility_UK:33";"false";"NA";"NA";"NA";"NA";"NA";"NA";"33";"NA";"NA";"NA";"NA"
"8829387625714573446";"Restructuring of sub-urban residents' intra-urban migration behavior based on life course: A case study of Huilongguan Community in Beijing";"2013";"0";"2147483647";"urban_migration_housing_market_UK:50";"false";"NA";"50";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"2615517577486285644";" Mismatch and internal migration in Spain, 1962-1986";"1990";"0";"2147483647";"internal_migration:19,internal_migration_UK:63,internal_migration_housing:25";"false";"NA";"NA";"NA";"NA";"19";"NA";"NA";"NA";"NA";"25";"63"
"9641528723292580032";"A cost-benefit model of rural to urban migration in Taiwan";"1971";"0";"2147483647";"urban_migration:41";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"41";"NA";"NA"
"14891540009699967015";"Cities in developing countries: fueled by rural–urban migration, lacking in tenure security, and short of affordable housing";"2015";"0";"2147483647";"urban_migration_housing_market_UK:33";"false";"NA";"33";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8484856421731751949";"Do foreigners replace native immigrants? A panel cointegration analysis of internal migration in Italy";"2011";"0";"2147483647";"internal_migration_market_UK:87";"false";"NA";"NA";"NA";"NA";"NA";"87";"NA";"NA";"NA";"NA";"NA"
"18011099057815818602";"Housing transfer taxes and household mobility: Distortion on the housing or labour market?";"2013";"0";"2147483647";"housing_market_mobility_UK:39";"false";"NA";"NA";"NA";"NA";"NA";"NA";"39";"NA";"NA";"NA";"NA"
"535516588252884498";"The structure of rural-urban migration models";"1971";"0";"2147483647";"urban_migration:50";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"50";"NA";"NA"
"4639563900351115397";"A decent home: Housing policy in perspective ";"2000";"0";"2147483647";"internal_migration_housing:94";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"94";"NA"
"16793795649854950058";"Research on internal migration in the United States: a survey";"1975";"0";"2147483647";"internal_migration:3,internal_migration_housing:89";"false";"NA";"NA";"NA";"NA";"3";"NA";"NA";"NA";"NA";"89";"NA"
"18284568759999984543";"Are health inequalities between differently deprived areas evident at different ages? A longitudinal study of census records in England and Wales, 1991–2001";"2014";"0";"2147483647";"internal_migration_census_UK:72";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"72";"NA";"NA";"NA"
"9466733559808113173";"Urban villages in China: A 2008 survey of migrant settlements in Beijing";"2009";"0";"2147483647";"urban_migration_housing_market_UK:17";"false";"NA";"17";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"281567708479321255";"Housing and internal migration";"2016";"0";"2147483647";"internal_migration_market_UK:6,internal_migration_housing:3";"false";"NA";"NA";"NA";"NA";"NA";"6";"NA";"NA";"NA";"3";"NA"
"322101361051172365";"Factors associated with residential mobility in children with leukemia: implications for assigning exposures";"2009";"0";"2147483647";"residential_mobility_census_UK:38,residential_mobility_UK:79";"false";"38";"NA";"NA";"79";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11738663132485635878";"Understanding neighbourhood housing markets: Regional context, disequilibrium, sub-markets and supply";"2008";"0";"2147483647";"urban_migration_housing_market_UK:55";"false";"NA";"55";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9908933967905747520";"Internal migration in developed countries";"1997";"0";"2147483647";"internal_migration:0,internal_migration_UK:18";"false";"NA";"NA";"NA";"NA";"0";"NA";"NA";"NA";"NA";"NA";"18"
"10392047901481817562";"Primary, return and onward migration in the US and Canada: Is there a difference?";"1997";"0";"2147483647";"internal_migration_census_UK:97";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"97";"NA";"NA";"NA"
"6697807235906212204";"Residential mobility and the housing market";"2012";"0";"2147483647";"residential_mobility_UK:72,housing_market_mobility_UK:19";"false";"NA";"NA";"NA";"72";"NA";"NA";"19";"NA";"NA";"NA";"NA"
"13655602745629871313";"House price inflation and local labour market influences in Britain";"2018";"0";"2147483647";"housing_market_mobility_UK:66";"false";"NA";"NA";"NA";"NA";"NA";"NA";"66";"NA";"NA";"NA";"NA"
"6004246632575982658";" Migration and mobility in Britain from the eighteenth to the twentieth centuries";"1996";"0";"2147483647";"residential_mobility_census_UK:49";"false";"49";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"15216452019738335399";"… , demographic change and affordability as outcomes of local planning decisions: exploring interactions using a sub-regional model of housing markets in England";"2016";"0";"2147483647";"urban_migration_housing_market_UK:16";"false";"NA";"16";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"3367872453158973874";"Structural estimation of residential mobility and housing tenure choice";"1996";"0";"2147483647";"residential_mobility:64";"false";"NA";"NA";"64";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13720989132406108567";"The homes of the super-rich: Multiple residences, hyper-mobility and decoupling of prime residential housing in global cities";"2013";"0";"2147483647";"housing_market_mobility_UK:60";"false";"NA";"NA";"NA";"NA";"NA";"NA";"60";"NA";"NA";"NA";"NA"
"1771798894647877834";"The linkage between immigration and internal migration in large metropolitan areas in the United States";"1997";"0";"2147483647";"internal_migration:44,internal_migration_housing:91";"false";"NA";"NA";"NA";"NA";"44";"NA";"NA";"NA";"NA";"91";"NA"
"822600766701980473";" Rural-urban migration in Bangladesh: a micro-level study";"2001";"0";"2147483647";"urban_migration:55";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"55";"NA";"NA"
"8093760089921852266";"The dynamics of the owner-occupied housing market in southern England in the late 1980s: A study of new building and vacancy chains";"1994";"0";"2147483647";"housing_market_mobility_UK:62";"false";"NA";"NA";"NA";"NA";"NA";"NA";"62";"NA";"NA";"NA";"NA"
"1571318396715161473";" Developing better measures of neighbourhood characteristics and change for use in studies of residential mobility: A case study of Britain in the early 2000s";"2016";"0";"2147483647";"residential_mobility_census_UK:75,residential_mobility_UK:77";"false";"75";"NA";"NA";"77";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7498226003165231595";"Social class, consumption divisions and housing mobility";"1992";"0";"2147483647";"housing_market_mobility_UK:27";"false";"NA";"NA";"NA";"NA";"NA";"NA";"27";"NA";"NA";"NA";"NA"
"2642668706829865081";"Race and residential mobility: Individual determinants and structural constraints";"1993";"0";"2147483647";"residential_mobility:20";"false";"NA";"NA";"20";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"14888558739248600041";"From rags to riches? Migration and intergenerational change in London's housing market, 1971–91";"2000";"0";"2147483647";"housing_market_mobility_UK:56";"false";"NA";"NA";"NA";"NA";"NA";"NA";"56";"NA";"NA";"NA";"NA"
"13851310447385983940";"Do state borders matter for US intranational trade? The role of history and internal migration";"2007";"0";"2147483647";"internal_migration:72";"false";"NA";"NA";"NA";"NA";"72";"NA";"NA";"NA";"NA";"NA";"NA"
"17022981843824059762";"Labour markets and internal migration";"2016";"0";"2147483647";"internal_migration_market_UK:23";"false";"NA";"NA";"NA";"NA";"NA";"23";"NA";"NA";"NA";"NA";"NA"
"14572110737352686412";"Rural–urban migration and wage determination: The case of Tianjin, China";"2006";"0";"2147483647";"urban_migration:29";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"29";"NA";"NA"
"4593581506954182144";"Reformulation of the family life-cycle concept: implications for residential mobility";"1980";"0";"2147483647";"residential_mobility_census_UK:27,residential_mobility:63";"false";"27";"NA";"63";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"12689063031103704784";"The determinants of temporary rural-to-urban migration in China";"2002";"0";"2147483647";"urban_migration:32";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"32";"NA";"NA"
"18205520636396449824";"On the microeconomics of internal migration";"1977";"0";"2147483647";"internal_migration_housing:32";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"32";"NA"
"2480489965859682759";"Environmental upgrading and intra-urban migration in Calcutta";"1989";"0";"2147483647";"urban_migration_housing_market_UK:77";"false";"NA";"77";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10115051436410949996";"Residential mobility and migration of the divorced and separated";"2007";"0";"2147483647";"residential_mobility:61,residential_mobility_UK:80";"false";"NA";"NA";"61";"80";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"12406824949813113160";"A critical reflection on housing market area definition in England";"2012";"0";"2147483647";"urban_migration_housing_market_UK:10";"false";"NA";"10";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10424015576891476832";"Cross‐national comparison of internal migration: issues and measures";"2002";"0";"2147483647";"internal_migration:26,internal_migration_market_UK:25,internal_migration_census_UK:25,internal_migration_UK:4,internal_migration_housing:67";"false";"NA";"NA";"NA";"NA";"26";"25";"NA";"25";"NA";"67";"4"
"16790010304049717213";"Comparing migration in Britain and Australia: harmonisation through use of age–time plans";"2006";"0";"2147483647";"internal_migration_census_UK:73,internal_migration_UK:51";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"73";"NA";"NA";"51"
"5254476358202775779";"Internal migration in Sweden: The effects of mobility grants and regional labour market conditions";"1998";"0";"2147483647";"internal_migration_UK:87";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"87"
"7047445530055600419";"Internal migration in England, 1818–1839";"1987";"0";"2147483647";"internal_migration_census_UK:21,internal_migration_UK:10";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"21";"NA";"NA";"10"
"9273830723124667324";" The contribution of residential mobility to sample loss in a birth cohort study: evidence from the first two waves of the UK Millennium Cohort Study";"2008";"0";"2147483647";"residential_mobility_census_UK:9,residential_mobility_UK:29";"false";"9";"NA";"NA";"29";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"2894656486109687735";" China's poor regions: Rural-urban migration, poverty, economic reform and urbanisation";"2004";"0";"2147483647";"urban_migration:93";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"93";"NA";"NA"
"3608234416964041134";"Moving house, creating home: Exploring residential mobility";"2002";"0";"2147483647";"residential_mobility_census_UK:80,residential_mobility:29,residential_mobility_UK:74";"false";"80";"NA";"29";"74";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9397287201690258408";"Early reading skills and academic achievement trajectories of students facing poverty, homelessness, and high residential mobility";"2012";"0";"2147483647";"residential_mobility:95";"false";"NA";"NA";"95";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
